0.906308, 0.422618, 0.13
0.913545, 0.406737, 0.132
0.920505, 0.390731, 0.134
0.927184, 0.374607, 0.136
0.93358, 0.358368, 0.138
0.939693, 0.34202, 0.14
0.945519, 0.325568, 0.142
0.951057, 0.309017, 0.144
0.956305, 0.292372, 0.146
0.961262, 0.275637, 0.148
0.965926, 0.258819, 0.15
0.970296, 0.241922, 0.152
0.97437, 0.224951, 0.154
0.978148, 0.207912, 0.156
0.981627, 0.190809, 0.158
0.984808, 0.173648, 0.16
0.987688, 0.156434, 0.162
0.990268, 0.139173, 0.164
0.992546, 0.121869, 0.166
0.994522, 0.104528, 0.168
0.996195, 0.0871558, 0.17
0.997564, 0.0697565, 0.172
0.99863, 0.052336, 0.174
0.999391, 0.0348995, 0.176
0.999848, 0.0174524, 0.178
1, -4.37114e-08, 0.18
0.999848, -0.0174524, 0.182
0.999391, -0.0348995, 0.184
0.99863, -0.0523359, 0.186
0.997564, -0.0697565, 0.188
0.996195, -0.0871558, 0.19
0.994522, -0.104529, 0.192
0.992546, -0.121869, 0.194
0.990268, -0.139173, 0.196
0.987688, -0.156434, 0.198
0.984808, -0.173648, 0.2
0.981627, -0.190809, 0.202
0.978148, -0.207912, 0.204
0.97437, -0.224951, 0.206
0.970296, -0.241922, 0.208
0.965926, -0.258819, 0.21
0.961262, -0.275637, 0.212
0.956305, -0.292372, 0.214
0.951056, -0.309017, 0.216
0.945519, -0.325568, 0.218
0.939693, -0.34202, 0.22
0.93358, -0.358368, 0.222
0.927184, -0.374607, 0.224
0.920505, -0.390731, 0.226
0.913545, -0.406737, 0.228
0.906308, -0.422618, 0.23
0.898794, -0.438371, 0.232
0.891006, -0.453991, 0.234
0.882948, -0.469472, 0.236
0.87462, -0.48481, 0.238
0.866025, -0.5, 0.24
0.857167, -0.515038, 0.242
0.848048, -0.529919, 0.244
0.838671, -0.544639, 0.246
0.829038, -0.559193, 0.248
0.819152, -0.573576, 0.25
0.809017, -0.587785, 0.252
0.798635, -0.601815, 0.254
0.788011, -0.615661, 0.256
0.777146, -0.62932, 0.258
0.766044, -0.642788, 0.26
0.75471, -0.656059, 0.262
0.743145, -0.669131, 0.264
0.731354, -0.681998, 0.266
0.71934, -0.694658, 0.268
0.707107, -0.707107, 0.27
0.694658, -0.71934, 0.272
0.681998, -0.731354, 0.274
0.669131, -0.743145, 0.276
0.656059, -0.75471, 0.278
0.642788, -0.766044, 0.28
0.629321, -0.777146, 0.282
0.615661, -0.788011, 0.284
0.601815, -0.798635, 0.286
0.587785, -0.809017, 0.288
0.573576, -0.819152, 0.29
0.559193, -0.829038, 0.292
0.544639, -0.838671, 0.294
0.529919, -0.848048, 0.296
0.515038, -0.857167, 0.298
0.5, -0.866025, 0.3
0.48481, -0.87462, 0.302
0.469472, -0.882948, 0.304
0.453991, -0.891006, 0.306
0.438371, -0.898794, 0.308
0.422618, -0.906308, 0.31
0.406737, -0.913545, 0.312
0.390731, -0.920505, 0.314
0.374606, -0.927184, 0.316
0.358368, -0.93358, 0.318
0.34202, -0.939693, 0.32
0.325568, -0.945519, 0.322
0.309017, -0.951056, 0.324
0.292372, -0.956305, 0.326
0.275637, -0.961262, 0.328
0.258819, -0.965926, 0.33
0.241922, -0.970296, 0.332
0.224951, -0.97437, 0.334
0.207912, -0.978148, 0.336
0.190809, -0.981627, 0.338
0.173648, -0.984808, 0.34
0.156434, -0.987688, 0.342
0.139173, -0.990268, 0.344
0.121869, -0.992546, 0.346
0.104528, -0.994522, 0.348
0.0871556, -0.996195, 0.35
0.0697565, -0.997564, 0.352
0.052336, -0.99863, 0.354
0.0348995, -0.999391, 0.356
0.0174525, -0.999848, 0.358
-8.74228e-08, -1, 0.36
-0.0174524, -0.999848, 0.362
-0.0348994, -0.999391, 0.364
-0.052336, -0.99863, 0.366
-0.0697564, -0.997564, 0.368
-0.0871558, -0.996195, 0.37
-0.104528, -0.994522, 0.372
-0.121869, -0.992546, 0.374
-0.139173, -0.990268, 0.376
-0.156434, -0.987688, 0.378
-0.173648, -0.984808, 0.38
-0.190809, -0.981627, 0.382
-0.207912, -0.978148, 0.384
-0.224951, -0.97437, 0.386
-0.241922, -0.970296, 0.388
-0.258819, -0.965926, 0.39
-0.275637, -0.961262, 0.392
-0.292372, -0.956305, 0.394
-0.309017, -0.951057, 0.396
-0.325568, -0.945519, 0.398
-0.34202, -0.939693, 0.4

-0.34202, -0.939693, 0.4
-0.358368, -0.93358, 0.402
-0.374607, -0.927184, 0.404
-0.390731, -0.920505, 0.406
-0.406737, -0.913545, 0.408
-0.422618, -0.906308, 0.41
-0.438371, -0.898794, 0.412
-0.453991, -0.891007, 0.414
-0.469472, -0.882948, 0.416
-0.48481, -0.87462, 0.418
-0.5, -0.866025, 0.42
-0.515038, -0.857167, 0.422
-0.529919, -0.848048, 0.424
-0.544639, -0.838671, 0.426
-0.559193, -0.829038, 0.428
-0.573576, -0.819152, 0.43
-0.587785, -0.809017, 0.432
-0.601815, -0.798635, 0.434
-0.615661, -0.788011, 0.436
-0.62932, -0.777146, 0.438
-0.642788, -0.766044, 0.44
-0.656059, -0.75471, 0.442
-0.669131, -0.743145, 0.444
-0.681998, -0.731354, 0.446
-0.694658, -0.71934, 0.448
-0.707107, -0.707107, 0.45
-0.71934, -0.694658, 0.452
-0.731354, -0.681998, 0.454
-0.743145, -0.669131, 0.456
-0.75471, -0.656059, 0.458
-0.766045, -0.642788, 0.46
-0.777146, -0.62932, 0.462
-0.788011, -0.615662, 0.464
-0.798635, -0.601815, 0.466
-0.809017, -0.587785, 0.468
-0.819152, -0.573576, 0.47
-0.829038, -0.559193, 0.472
-0.838671, -0.544639, 0.474
-0.848048, -0.529919, 0.476
-0.857167, -0.515038, 0.478
-0.866025, -0.5, 0.48
-0.87462, -0.48481, 0.482
-0.882948, -0.469472, 0.484
-0.891006, -0.453991, 0.486
-0.898794, -0.438371, 0.488
-0.906308, -0.422618, 0.49
-0.913545, -0.406737, 0.492
-0.920505, -0.390731, 0.494
-0.927184, -0.374607, 0.496
-0.933581, -0.358368, 0.498
-0.939693, -0.34202, 0.5
-0.945519, -0.325568, 0.502
-0.951056, -0.309017, 0.504
-0.956305, -0.292372, 0.506
-0.961262, -0.275637, 0.508
-0.965926, -0.258819, 0.51
-0.970296, -0.241922, 0.512
-0.97437, -0.224951, 0.514
-0.978148, -0.207912, 0.516
-0.981627, -0.190809, 0.518
-0.984808, -0.173648, 0.52
-0.987688, -0.156435, 0.522
-0.990268, -0.139173, 0.524
-0.992546, -0.121869, 0.526
-0.994522, -0.104528, 0.528
-0.996195, -0.0871557, 0.53
-0.997564, -0.0697565, 0.532
-0.99863, -0.0523361, 0.534
-0.999391, -0.0348993, 0.536
-0.999848, -0.0174523, 0.538
-1, 1.19249e-08, 0.54
-0.999848, 0.0174523, 0.542
-0.999391, 0.0348993, 0.544
-0.99863, 0.0523361, 0.546
-0.997564, 0.0697566, 0.548
-0.996195, 0.0871557, 0.55
-0.994522, 0.104528, 0.552
-0.992546, 0.121869, 0.554
-0.990268, 0.139173, 0.556
-0.987688, 0.156435, 0.558
-0.984808, 0.173648, 0.56
-0.981627, 0.190809, 0.562
-0.978148, 0.207911, 0.564
-0.97437, 0.224951, 0.566
-0.970296, 0.241922, 0.568
-0.965926, 0.258819, 0.57
-0.961262, 0.275637, 0.572
-0.956305, 0.292371, 0.574
-0.951056, 0.309017, 0.576
-0.945519, 0.325568, 0.578
-0.939693, 0.34202, 0.58
-0.93358, 0.358368, 0.582
-0.927184, 0.374607, 0.584
-0.920505, 0.390731, 0.586
-0.913545, 0.406737, 0.588
-0.906308, 0.422618, 0.59
-0.898794, 0.438371, 0.592
-0.891006, 0.453991, 0.594
-0.882948, 0.469472, 0.596
-0.87462, 0.48481, 0.598
-0.866025, 0.5, 0.6
-0.857167, 0.515038, 0.602
-0.848048, 0.529919, 0.604
-0.83867, 0.544639, 0.606
-0.829038, 0.559193, 0.608
-0.819152, 0.573576, 0.61
-0.809017, 0.587785, 0.612
-0.798635, 0.601815, 0.614
-0.788011, 0.615662, 0.616
-0.777146, 0.62932, 0.618
-0.766044, 0.642788, 0.62
-0.75471, 0.656059, 0.622
-0.743145, 0.669131, 0.624
-0.731354, 0.681998, 0.626
-0.71934, 0.694658, 0.628
-0.707107, 0.707107, 0.63
-0.694658, 0.71934, 0.632
-0.681998, 0.731354, 0.634
-0.669131, 0.743145, 0.636
-0.656059, 0.75471, 0.638
-0.642788, 0.766044, 0.64
-0.62932, 0.777146, 0.642
-0.615661, 0.788011, 0.644
-0.601815, 0.798636, 0.646
-0.587785, 0.809017, 0.648
-0.573577, 0.819152, 0.65
-0.559193, 0.829038, 0.652
-0.544639, 0.838671, 0.654
-0.529919, 0.848048, 0.656
-0.515038, 0.857167, 0.658
-0.5, 0.866025, 0.66
-0.484809, 0.87462, 0.662
-0.469471, 0.882948, 0.664
-0.453991, 0.891007, 0.666
-0.438371, 0.898794, 0.668
-0.422618, 0.906308, 0.67
-0.406736, 0.913546, 0.672
-0.390731, 0.920505, 0.674
-0.374607, 0.927184, 0.676
-0.358368, 0.93358, 0.678
-0.34202, 0.939693, 0.68
-0.325568, 0.945519, 0.682
-0.309017, 0.951057, 0.684
-0.292372, 0.956305, 0.686
-0.275638, 0.961262, 0.688
-0.258819, 0.965926, 0.69
-0.241922, 0.970296, 0.692
-0.224951, 0.97437, 0.694
-0.207912, 0.978148, 0.696
-0.190809, 0.981627, 0.698
-0.173648, 0.984808, 0.7
-0.156434, 0.987688, 0.702
-0.139173, 0.990268, 0.704
-0.121869, 0.992546, 0.706
-0.104529, 0.994522, 0.708
-0.0871556, 0.996195, 0.71
-0.0697564, 0.997564, 0.712
-0.052336, 0.99863, 0.714
-0.0348996, 0.999391, 0.716
-0.0174526, 0.999848, 0.718
1.74846e-07, 1, 0.72
0.0174525, 0.999848, 0.722
0.0348995, 0.999391, 0.724
0.0523358, 0.99863, 0.726
0.0697563, 0.997564, 0.728
0.0871559, 0.996195, 0.73
0.104529, 0.994522, 0.732
0.121869, 0.992546, 0.734
0.139173, 0.990268, 0.736
0.156434, 0.987688, 0.738
0.173648, 0.984808, 0.74
0.190809, 0.981627, 0.742
0.207912, 0.978148, 0.744
0.224951, 0.97437, 0.746
0.241922, 0.970296, 0.748
0.258819, 0.965926, 0.75
0.275637, 0.961262, 0.752
0.292372, 0.956305, 0.754
0.309017, 0.951057, 0.756
0.325568, 0.945518, 0.758
0.34202, 0.939693, 0.76
0.358368, 0.93358, 0.762
0.374607, 0.927184, 0.764
0.390731, 0.920505, 0.766
0.406737, 0.913545, 0.768
0.422618, 0.906308, 0.77
0.438371, 0.898794, 0.772
0.45399, 0.891007, 0.774
0.469471, 0.882948, 0.776
0.48481, 0.87462, 0.778
0.5, 0.866025, 0.78
0.515038, 0.857167, 0.782
0.529919, 0.848048, 0.784
0.544639, 0.838671, 0.786
0.559193, 0.829037, 0.788
0.573576, 0.819152, 0.79
0.587785, 0.809017, 0.792
0.601815, 0.798636, 0.794
0.615662, 0.788011, 0.796
0.629321, 0.777146, 0.798
0.642788, 0.766044, 0.8

0.642788, 0.766044, 0.8
0.656059, 0.75471, 0.802
0.669131, 0.743145, 0.804
0.681998, 0.731354, 0.806
0.694658, 0.71934, 0.808
0.707107, 0.707107, 0.81
0.71934, 0.694658, 0.812
0.731354, 0.681998, 0.814
0.743145, 0.66913, 0.816
0.75471, 0.656059, 0.818
0.766044, 0.642788, 0.82
0.777146, 0.62932, 0.822
0.788011, 0.615662, 0.824
0.798636, 0.601815, 0.826
0.809017, 0.587785, 0.828
0.819152, 0.573576, 0.83
0.829037, 0.559193, 0.832
0.83867, 0.544639, 0.834
0.848048, 0.529919, 0.836
0.857167, 0.515038, 0.838
0.866025, 0.5, 0.84
0.87462, 0.48481, 0.842
0.882948, 0.469472, 0.844
0.891007, 0.45399, 0.846
0.898794, 0.438371, 0.848
0.906308, 0.422618, 0.85
0.913545, 0.406737, 0.852
0.920505, 0.390731, 0.854
0.927184, 0.374606, 0.856
0.93358, 0.358368, 0.858
0.939693, 0.34202, 0.86
0.945518, 0.325568, 0.862
0.951057, 0.309017, 0.864
0.956305, 0.292372, 0.866
0.961262, 0.275637, 0.868
0.965926, 0.258819, 0.87
0.970296, 0.241922, 0.872
0.97437, 0.224951, 0.874
0.978148, 0.207912, 0.876
0.981627, 0.190809, 0.878
-0.587783, -0.809019, 9.792
-0.601815, -0.798636, 9.794
-0.615663, -0.788009, 9.796
-0.629318, -0.777148, 9.798
-0.642788, -0.766044, 9.8
-0.656061, -0.754708, 9.802
-0.669129, -0.743146, 9.804
-0.681999, -0.731353, 9.806
-0.694661, -0.719337, 9.808
-0.707106, -0.707108, 9.81
-0.719341, -0.694657, 9.812
-0.731351, -0.682001, 9.814
-0.743144, -0.669131, 9.816
-0.754711, -0.656057, 9.818
-0.766043, -0.64279, 9.82
-0.777146, -0.62932, 9.822
-0.788012, -0.615659, 9.824
-0.798634, -0.601817, 9.826
-0.809017, -0.587785, 9.828
-0.819154, -0.573574, 9.83
-0.829037, -0.559194, 9.832
-0.838671, -0.544638, 9.834
-0.848046, -0.529922, 9.836
-0.857167, -0.515039, 9.838
-0.866026, -0.499998, 9.84
-0.874618, -0.484812, 9.842
-0.882948, -0.469472, 9.844
-0.891008, -0.453988, 9.846
-0.898793, -0.438373, 9.848
-0.906308, -0.422618, 9.85
-0.913547, -0.406734, 9.852
-0.920504, -0.390733, 9.854
-0.927184, -0.374606, 9.856
-0.933579, -0.358371, 9.858
-0.939692, -0.342021, 9.86
-0.945519, -0.325566, 9.862
-0.951056, -0.30902, 9.864
-0.956305, -0.292372, 9.866
-0.961262, -0.275635, 9.868
-0.965925, -0.258821, 9.87
-0.970296, -0.241922, 9.872
-0.974371, -0.224948, 9.874
-0.978147, -0.207913, 9.876
-0.981627, -0.190808, 9.878
-0.984808, -0.173644, 9.88
-0.987688, -0.156436, 9.882
-0.990268, -0.139171, 9.884
-0.992546, -0.121873, 9.886
-0.994522, -0.104529, 9.888
-0.996195, -0.0871534, 9.89
-0.997564, -0.069759, 9.892
-0.99863, -0.0523358, 9.894
-0.999391, -0.0348965, 9.896
-0.999848, -0.0174543, 9.898
-1, 8.54406e-07, 9.9
-0.999848, 0.017456, 9.902
-0.999391, 0.0348982, 9.904
-0.998629, 0.0523375, 9.906
-0.997564, 0.0697531, 9.908
-0.996195, 0.0871551, 9.91
-0.994522, 0.104531, 9.912
-0.992546, 0.121867, 9.914
-0.990268, 0.139173, 9.916
-0.987688, 0.156437, 9.918
-0.984808, 0.173646, 9.92
-0.981627, 0.19081, 9.922
-0.978147, 0.207915, 9.924
-0.97437, 0.22495, 9.926
-0.970295, 0.241923, 9.928
-0.965927, 0.258816, 9.93
-0.961262, 0.275637, 9.932
-0.956304, 0.292374, 9.934
-0.951057, 0.309014, 9.936
-0.945519, 0.325568, 9.938
-0.939692, 0.342023, 9.94
-0.933581, 0.358366, 9.942
-0.927184, 0.374607, 9.944
-0.920504, 0.390734, 9.946
-0.913546, 0.406735, 9.948
-0.906307, 0.422619, 9.95
-0.898796, 0.438368, 9.952
-0.891007, 0.45399, 9.954
-0.882947, 0.469473, 9.956
-0.874621, 0.484807, 9.958
-0.866026, 0.5, 9.96
-0.857166, 0.51504, 9.962
-0.848049, 0.529917, 9.964
-0.83867, 0.544639, 9.966
-0.829036, 0.559196, 9.968
-0.819153, 0.573575, 9.97
-0.809016, 0.587786, 9.972
-0.798638, 0.601812, 9.974
-0.788011, 0.615661, 9.976
-0.777145, 0.629322, 9.978
-0.766046, 0.642785, 9.98
-0.75471, 0.656059, 9.982
-0.743143, 0.669132, 9.984
-0.731355, 0.681997, 9.986
-0.71934, 0.694659, 9.988
-0.707105, 0.707109, 9.99
-0.69466, 0.719339, 9.992
-0.681998, 0.731354, 9.994
-0.669128, 0.743147, 9.996
-0.65606, 0.754709, 9.998
